tic,name,ra,dec,tmag,ctl,sector 
245787593,1619456,66.85604088,14.26058131,9.27806,-1,-1 
245786953,1622656,66.90001676,15.58908876,6.877,-1,-1 
281046387,1624192,84.81320682,2.80567641,11.252,-1,-1 
435925867,1627776,65.62765455,15.22016976,12.195,-1,-1 
245790973,1628672,67.04581035,16.47080178,9.61282,-1,-1 
245823190,1629568,67.81865014,15.00322561,14.744,-1,-1 
245794718,1630848,67.37694124,17.86302708,6.461,-1,-1 
60901316,1632384,66.5798152,17.05047865,15.037,-1,-1 
435928339,1633024,65.75677248,15.22812393,13.875,-1,-1 
373308139,1634048,70.44565333,7.27570369,13.192,-1,-1 
47217280,1637376,80.50666411,15.58174899,15.134,-1,-1 
249506749,16376960,293.40383268,-1.57475064,13.756,-1,-1 
245786563,1638272,66.92020381,16.24861079,13.124,-1,-1 
310806136,16384,345.15188141,3.63821529,11.01,-1,-1 
245941959,1638528,70.09991489,13.97932153,15.195,-1,-1 
435881860,1639296,64.44920909,13.66170717,10.623,-1,-1 
436728615,1640448,74.09610331,14.10102057,15.175,-1,-1 
17383020,1641088,66.07108444,18.00278845,8.969,-1,-1 
244278452,1641984,74.61725677,-0.44654927,14.72,-1,-1 
59087638,1642752,66.11853471,16.88605748,7.214,-1,-1 
118766826,1644544,70.13790394,18.02826956,14.806,-1,-1 
435930763,1646080,65.88520823,14.67040093,8.302,-1,-1 
55562530,16469632,271.8617654,-32.17719378,15.562,-1,-1 
17071746,1647360,64.01544266,18.85907972,11.702,-1,-1 
435905591,1650176,64.69650097,13.3662345,10.278,-1,-1 
436104746,1650560,83.90995174,11.79249232,15.515,-1,-1 
435938788,1651200,65.99689379,16.72146908,10.642,-1,-1 
275624040,16550144,282.19779352,-35.62943583,9.041,-1,-1 
18376490,1655808,71.02830247,19.03534869,14.325,-1,-1 
45124634,1656448,91.91811347,18.40354798,16.303,-1,-1 
269115510,1660032,69.43419345,4.9018872,12.173,-1,-1 
245794704,166400,67.38218033,17.89304143,8.182,-1,-1 
69144221,1666816,75.7765943,19.67863247,14.45,-1,-1 
302544957,1667712,55.89879012,26.35840672,12.425,-1,-1 
345667428,1670016,79.06627943,9.44657967,12.905,-1,-1 
422834275,1671424,359.54629935,3.89010042,13.361,-1,-1 
436590739,1674496,71.62699696,15.47193525,7.663,-1,-1 
90667261,1675392,53.32122248,33.12569546,12.752,-1,-1 
388810316,1677440,18.19982155,1.91117623,11.192,-1,-1 
430291130,16774912,332.31200727,49.6401936,8.066,-1,-1 
274327995,1678592,100.30331786,47.73805738,14.897,-1,-1 
17233315,1678848,65.11559002,18.89706026,12.715,-1,-1 
345480097,1679616,62.45629681,9.30546825,8.84616,-1,-1 
269115609,1680512,69.49308796,4.66980791,10.017,-1,-1 
454153455,1681152,65.60494661,3.61902943,11.439,-1,-1 
